call_number,unit_id,incident_number,call_type,call_date,watch_date,received_timestamp,entry_timestamp,dispatch_timestamp,response_timestamp,on_scene_timestamp,transport_timestamp,hospital_timestamp,call_final_disposition,available_timestamp,address,city,zipcode_of_incident,battalion,station_area,box,original_priority,priority,final_priority,als_unit,call_type_group,number_of_alarms,unit_type,unit_sequence_in_call_dispatch,fire_prevention_district,supervisor_district,neighborhood_district,location,row_id,latitude,longitude
110040333,B01,11001420,Structure Fire,2011-01-04,2011-01-04,2011-01-04 19:36:05+00:00,2011-01-04 19:36:06+00:00,2011-01-04 19:36:17+00:00,2011-01-04 19:38:42+00:00,,,,Other,2011-01-04 19:40:44+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8044382972452, -122.411605476142)",110040333-B01,37.8044382972452,-122.411605476142
1870051,B01,55971,Alarms,2000-07-05,2000-07-04,2000-07-05 05:05:40+00:00,2000-07-05 05:06:18+00:00,2000-07-05 05:06:28+00:00,2000-07-05 05:08:38+00:00,2000-07-05 05:10:57+00:00,,,Other,2000-07-05 05:33:51+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,1,1,3,,"(37.8063003263418, -122.411977425936)",001870051-B01,37.8063003263418,-122.411977425936
12910065,B01,1089219,Alarms,2001-10-18,2001-10-17,2001-10-18 06:10:01+00:00,2001-10-18 06:11:13+00:00,2001-10-18 06:11:42+00:00,2001-10-18 06:13:50+00:00,,,,Other,2001-10-18 06:25:43+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,3,1,3,,"(37.8063003263418, -122.411977425936)",012910065-B01,37.8063003263418,-122.411977425936
91870263,B01,9055531,Structure Fire,2009-07-06,2009-07-06,2009-07-06 17:44:05+00:00,2009-07-06 17:44:05+00:00,2009-07-06 17:44:17+00:00,2009-07-06 17:46:46+00:00,,,,Other,2009-07-06 17:48:11+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8044382972452, -122.411605476142)",091870263-B01,37.8044382972452,-122.411605476142
82180143,D2,8067103,Structure Fire,2008-08-05,2008-08-05,2008-08-05 10:32:11+00:00,2008-08-05 10:33:37+00:00,2008-08-05 10:33:51+00:00,2008-08-05 10:35:07+00:00,,,,Other,2008-08-05 10:39:27+00:00,300 Block of FRANCISCO ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,9,1,3,,"(37.8051297171654, -122.41032425533)",082180143-D2,37.8051297171654,-122.41032425533
41850032,D2,4051575,Structure Fire,2004-07-03,2004-07-02,2004-07-03 02:35:43+00:00,2004-07-03 02:35:59+00:00,2004-07-03 02:36:55+00:00,2004-07-03 02:38:47+00:00,,,,Other,2004-07-03 02:53:02+00:00,0 Block of VANDEWATER ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,9,1,3,,"(37.8053109379125, -122.412698359147)",041850032-D2,37.8053109379125,-122.412698359147
72620257,AR1,7075199,Other,2007-09-19,2007-09-19,2007-09-19 15:20:50+00:00,2007-09-19 15:20:50+00:00,2007-09-19 15:20:50+00:00,,,,,Other,2007-09-19 16:35:32+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,INVESTIGATION,1,1,3,,"(37.8044382972452, -122.411605476142)",072620257-AR1,37.8044382972452,-122.411605476142
70350358,86,7010488,Medical Incident,2007-02-04,2007-02-04,2007-02-04 23:30:19+00:00,2007-02-04 23:32:32+00:00,2007-02-04 23:32:53+00:00,2007-02-04 23:33:13+00:00,2007-02-04 23:47:00+00:00,2007-02-04 23:59:48+00:00,2007-02-05 00:07:41+00:00,Code 2 Transport,2007-02-05 00:22:28+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,1,1,2,True,,1,MEDIC,1,1,3,,"(37.8063003263418, -122.411977425936)",070350358-86,37.8063003263418,-122.411977425936
83040063,96,8093153,Medical Incident,2008-10-30,2008-10-29,2008-10-30 07:47:36+00:00,2008-10-30 07:49:20+00:00,2008-10-30 07:50:16+00:00,2008-10-30 07:50:24+00:00,2008-10-30 07:59:12+00:00,2008-10-30 08:19:02+00:00,2008-10-30 08:28:16+00:00,Code 2 Transport,,400 Block of FRANCISCO ST,SF,94133,B01,28,0131,1,1,2,True,,1,MEDIC,1,1,3,,"(37.8048443206433, -122.412608500536)",083040063-96,37.8048443206433,-122.412608500536
10410040,M13,1012394,Medical Incident,2001-02-10,2001-02-09,2001-02-10 03:23:46+00:00,2001-02-10 03:26:58+00:00,2001-02-10 03:29:03+00:00,2001-02-10 03:30:26+00:00,2001-02-10 03:38:28+00:00,,,Other,2001-02-10 04:03:59+00:00,0 Block of VANDEWATER ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8052024497873, -122.41267659773)",010410040-M13,37.8052024497873,-122.41267659773
111660031,54,11054664,Medical Incident,2011-06-15,2011-06-14,2011-06-15 03:15:33+00:00,2011-06-15 03:19:07+00:00,2011-06-15 03:19:20+00:00,2011-06-15 03:20:22+00:00,2011-06-15 03:25:19+00:00,2011-06-15 03:50:34+00:00,2011-06-15 03:58:00+00:00,Other,2011-06-15 04:22:05+00:00,2200 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8055846438693, -122.411972668154)",111660031-54,37.8055846438693,-122.411972668154
83120184,58,8095732,Medical Incident,2008-11-07,2008-11-07,2008-11-07 11:47:12+00:00,2008-11-07 11:48:07+00:00,2008-11-07 11:48:20+00:00,2008-11-07 11:49:03+00:00,2008-11-07 11:59:07+00:00,,,Patient Declined Transport,2008-11-07 12:11:15+00:00,2200 Block of POWELL ST,SF,94133,B01,28,0131,3,2,2,True,,1,MEDIC,2,1,3,,"(37.8055846438693, -122.411972668154)",083120184-58,37.8055846438693,-122.411972668154
80610283,71,8019078,Structure Fire,2008-03-01,2008-03-01,2008-03-01 17:30:40+00:00,2008-03-01 17:32:00+00:00,2008-03-01 17:32:12+00:00,2008-03-01 17:33:39+00:00,,,,Other,2008-03-01 17:37:11+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,8,1,3,,"(37.8063003263418, -122.411977425936)",080610283-71,37.8063003263418,-122.411977425936
80310071,M38,8009757,Medical Incident,2008-01-31,2008-01-31,2008-01-31 08:02:09+00:00,2008-01-31 08:02:55+00:00,2008-01-31 08:03:56+00:00,2008-01-31 08:05:46+00:00,2008-01-31 08:25:08+00:00,2008-01-31 08:31:58+00:00,2008-01-31 08:51:29+00:00,Code 2 Transport,2008-01-31 09:17:42+00:00,FRANCISCO ST/POWELL ST,SF,94133,B01,28,0131,2,3,3,True,,1,MEDIC,2,1,3,,"(37.8048960105792, -122.411766482067)",080310071-M38,37.8048960105792,-122.411766482067
22590251,M41,2076652,Medical Incident,2002-09-16,2002-09-16,2002-09-16 14:44:43+00:00,2002-09-16 14:45:40+00:00,2002-09-16 14:45:56+00:00,2002-09-16 14:46:31+00:00,2002-09-16 14:49:29+00:00,2002-09-16 15:04:20+00:00,2002-09-16 15:21:33+00:00,Other,2002-09-16 15:52:37+00:00,0 Block of VANDEWATER ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,1,1,3,,"(37.8052024497873, -122.41267659773)",022590251-M41,37.8052024497873,-122.41267659773
80160302,79,8005299,Medical Incident,2008-01-16,2008-01-16,2008-01-16 15:55:37+00:00,2008-01-16 15:57:27+00:00,2008-01-16 16:00:02+00:00,2008-01-16 16:04:44+00:00,2008-01-16 16:10:19+00:00,2008-01-16 16:47:27+00:00,2008-01-16 17:02:34+00:00,Code 2 Transport,2008-01-16 17:37:18+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,2,2,2,True,,1,MEDIC,1,1,3,,"(37.8044382972452, -122.411605476142)",080160302-79,37.8044382972452,-122.411605476142
70900277,72,7026202,Medical Incident,2007-03-31,2007-03-31,2007-03-31 18:47:28+00:00,2007-03-31 18:49:00+00:00,2007-03-31 18:49:17+00:00,2007-03-31 18:49:35+00:00,2007-03-31 18:54:03+00:00,2007-03-31 19:04:00+00:00,2007-03-31 19:23:11+00:00,Code 2 Transport,2007-03-31 19:45:38+00:00,2200 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8055846438693, -122.411972668154)",070900277-72,37.8055846438693,-122.411972668154
112760391,86,11091532,Medical Incident,2011-10-03,2011-10-03,2011-10-03 23:15:23+00:00,2011-10-03 23:18:51+00:00,2011-10-03 23:19:41+00:00,2011-10-03 23:20:02+00:00,2011-10-03 23:24:27+00:00,,,Patient Declined Transport,2011-10-03 23:59:12+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,3,1,3,,"(37.8062826874223, -122.412114085659)",112760391-86,37.8062826874223,-122.412114085659
23410410,M28,2101281,Medical Incident,2002-12-07,2002-12-07,2002-12-07 22:56:04+00:00,2002-12-07 22:57:09+00:00,2002-12-07 22:57:41+00:00,2002-12-07 22:58:17+00:00,,2002-12-07 23:24:59+00:00,2002-12-07 23:42:27+00:00,Other,2002-12-08 00:08:13+00:00,0 Block of VANDEWATER ST,SF,94133,B01,28,0131,3,3,3,False,,1,MEDIC,1,1,3,,"(37.8052024497873, -122.41267659773)",023410410-M28,37.8052024497873,-122.41267659773
81160411,64,8035778,Medical Incident,2008-04-25,2008-04-25,2008-04-25 22:33:32+00:00,2008-04-25 22:34:36+00:00,2008-04-25 22:34:42+00:00,2008-04-25 22:34:54+00:00,2008-04-25 22:37:41+00:00,,,Other,2008-04-25 22:42:42+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8063003263418, -122.411977425936)",081160411-64,37.8063003263418,-122.411977425936
63010304,M13,6084928,Medical Incident,2006-10-28,2006-10-28,2006-10-28 19:46:35+00:00,2006-10-28 19:50:15+00:00,2006-10-28 19:50:35+00:00,2006-10-28 19:51:38+00:00,2006-10-28 19:58:18+00:00,,,Patient Declined Transport,2006-10-28 20:17:32+00:00,2200 Block of POWELL ST,SF,94133,B01,28,0131,2,2,2,True,,1,MEDIC,1,1,3,,"(37.8055846438693, -122.411972668154)",063010304-M13,37.8055846438693,-122.411972668154
102510227,54,10079325,Medical Incident,2010-09-08,2010-09-08,2010-09-08 14:04:21+00:00,2010-09-08 14:05:14+00:00,2010-09-08 14:05:28+00:00,2010-09-08 14:05:42+00:00,2010-09-08 14:09:23+00:00,2010-09-08 14:34:43+00:00,2010-09-08 15:25:34+00:00,Code 2 Transport,2010-09-08 15:51:33+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,E,3,True,,1,MEDIC,1,1,3,,"(37.8062826874223, -122.412114085659)",102510227-54,37.8062826874223,-122.412114085659
60680194,M28,6019057,Medical Incident,2006-03-09,2006-03-09,2006-03-09 11:33:45+00:00,2006-03-09 11:36:33+00:00,2006-03-09 11:37:14+00:00,2006-03-09 11:38:07+00:00,2006-03-09 11:39:32+00:00,2006-03-09 11:56:24+00:00,2006-03-09 12:20:47+00:00,Code 2 Transport,2006-03-09 12:40:44+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8044382972452, -122.411605476142)",060680194-M28,37.8044382972452,-122.411605476142
91470344,62,9043702,Medical Incident,2009-05-27,2009-05-27,2009-05-27 20:20:10+00:00,2009-05-27 20:20:58+00:00,2009-05-27 20:21:18+00:00,2009-05-27 20:21:31+00:00,,2009-05-27 20:44:12+00:00,2009-05-27 21:03:11+00:00,Code 2 Transport,2009-05-27 21:39:12+00:00,2200 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8055846438693, -122.411972668154)",091470344-62,37.8055846438693,-122.411972668154
43370150,M28,4092800,Medical Incident,2004-12-02,2004-12-02,2004-12-02 11:08:14+00:00,2004-12-02 11:08:14+00:00,2004-12-02 11:08:54+00:00,2004-12-02 11:09:13+00:00,,,,Patient Declined Transport,2004-12-02 11:11:39+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,2,2,2,True,,1,MEDIC,1,1,3,,"(37.8062826874223, -122.412114085659)",043370150-M28,37.8062826874223,-122.412114085659
112140071,82,11070537,Medical Incident,2011-08-02,2011-08-02,2011-08-02 08:04:28+00:00,2011-08-02 08:05:19+00:00,2011-08-02 08:06:56+00:00,,2011-08-02 08:19:17+00:00,2011-08-02 08:31:46+00:00,2011-08-02 08:46:14+00:00,Code 2 Transport,2011-08-02 09:07:29+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8062826874223, -122.412114085659)",112140071-82,37.8062826874223,-122.412114085659
61720305,M38,6047938,Medical Incident,2006-06-21,2006-06-21,2006-06-21 16:50:24+00:00,2006-06-21 16:53:00+00:00,2006-06-21 16:53:08+00:00,2006-06-21 16:54:52+00:00,2006-06-21 17:04:57+00:00,2006-06-21 17:12:38+00:00,2006-06-21 17:21:22+00:00,Code 2 Transport,2006-06-21 17:35:30+00:00,400 Block of FRANCISCO ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8048443206433, -122.412608500536)",061720305-M38,37.8048443206433,-122.412608500536
33520078,M28,3100792,Medical Incident,2003-12-18,2003-12-18,2003-12-18 08:10:59+00:00,2003-12-18 08:13:42+00:00,2003-12-18 08:14:13+00:00,2003-12-18 08:17:00+00:00,2003-12-18 08:20:30+00:00,2003-12-18 08:36:52+00:00,2003-12-18 09:14:07+00:00,Other,2003-12-18 09:25:19+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,1,1,2,True,,1,MEDIC,1,1,3,,"(37.8063003263418, -122.411977425936)",033520078-M28,37.8063003263418,-122.411977425936
41280243,M05,4036455,Medical Incident,2004-05-07,2004-05-07,2004-05-07 14:47:48+00:00,2004-05-07 14:48:06+00:00,2004-05-07 14:49:36+00:00,2004-05-07 14:58:15+00:00,2004-05-07 15:08:22+00:00,2004-05-07 15:14:12+00:00,2004-05-07 15:24:46+00:00,Other,2004-05-07 15:56:19+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,1,1,3,,"(37.8044382972452, -122.411605476142)",041280243-M05,37.8044382972452,-122.411605476142
90970009,67,9028495,Medical Incident,2009-04-07,2009-04-06,2009-04-07 01:09:20+00:00,2009-04-07 01:09:50+00:00,2009-04-07 01:10:24+00:00,2009-04-07 01:10:30+00:00,2009-04-07 01:14:16+00:00,2009-04-07 01:30:50+00:00,2009-04-07 01:50:40+00:00,Code 2 Transport,2009-04-07 02:30:07+00:00,300 Block of FRANCISCO ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,1,1,3,,"(37.8051297171654, -122.41032425533)",090970009-67,37.8051297171654,-122.41032425533
111040234,78,11034517,Medical Incident,2011-04-14,2011-04-14,2011-04-14 16:27:06+00:00,2011-04-14 16:27:29+00:00,2011-04-14 16:28:06+00:00,2011-04-14 16:28:27+00:00,2011-04-14 16:36:24+00:00,2011-04-14 17:00:23+00:00,2011-04-14 17:09:01+00:00,Code 2 Transport,2011-04-14 17:40:53+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,2,2,True,,1,MEDIC,2,1,3,,"(37.8044382972452, -122.411605476142)",111040234-78,37.8044382972452,-122.411605476142
23230373,M28,2095928,Medical Incident,2002-11-19,2002-11-19,2002-11-19 18:53:14+00:00,2002-11-19 18:54:34+00:00,2002-11-19 18:55:02+00:00,2002-11-19 18:56:04+00:00,2002-11-19 18:56:33+00:00,2002-11-19 19:10:12+00:00,2002-11-19 19:19:22+00:00,Other,2002-11-19 19:29:08+00:00,400 Block of FRANCISCO ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,1,1,3,,"(37.8048443206433, -122.412608500536)",023230373-M28,37.8048443206433,-122.412608500536
83130135,65,8096039,Medical Incident,2008-11-08,2008-11-08,2008-11-08 10:35:46+00:00,2008-11-08 10:38:08+00:00,2008-11-08 10:38:15+00:00,2008-11-08 10:38:43+00:00,2008-11-08 10:52:58+00:00,2008-11-08 10:58:24+00:00,2008-11-08 11:21:11+00:00,Code 2 Transport,2008-11-08 11:20:05+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,1,1,2,True,,1,MEDIC,1,1,3,,"(37.8063003263418, -122.411977425936)",083130135-65,37.8063003263418,-122.411977425936
110380206,AM04,11012595,Medical Incident,2011-02-07,2011-02-07,2011-02-07 12:06:03+00:00,2011-02-07 12:07:06+00:00,2011-02-07 12:07:19+00:00,2011-02-07 12:08:01+00:00,2011-02-07 12:12:29+00:00,2011-02-07 12:29:37+00:00,2011-02-07 12:59:16+00:00,Code 2 Transport,2011-02-07 13:14:51+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,2,2,False,,1,PRIVATE,2,1,3,,"(37.8044382972452, -122.411605476142)",110380206-AM04,37.8044382972452,-122.411605476142
100360194,KM15,10011057,Medical Incident,2010-02-05,2010-02-05,2010-02-05 13:24:28+00:00,2010-02-05 13:24:57+00:00,2010-02-05 13:25:19+00:00,2010-02-05 13:26:07+00:00,2010-02-05 13:29:32+00:00,2010-02-05 13:46:19+00:00,2010-02-05 14:06:31+00:00,Code 2 Transport,2010-02-05 14:49:05+00:00,2200 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,PRIVATE,2,1,3,,"(37.8055846438693, -122.411972668154)",100360194-KM15,37.8055846438693,-122.411972668154
52310302,M28,5061645,Medical Incident,2005-08-19,2005-08-19,2005-08-19 15:26:14+00:00,2005-08-19 15:28:09+00:00,2005-08-19 15:28:28+00:00,2005-08-19 15:29:29+00:00,2005-08-19 15:31:06+00:00,2005-08-19 15:37:54+00:00,2005-08-19 15:47:49+00:00,Code 2 Transport,2005-08-19 15:56:52+00:00,400 Block of FRANCISCO ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,1,1,3,,"(37.8047358582536, -122.412586540142)",052310302-M28,37.8047358582536,-122.412586540142
103060189,86,10097902,Medical Incident,2010-11-02,2010-11-02,2010-11-02 10:34:49+00:00,2010-11-02 10:34:59+00:00,2010-11-02 10:35:22+00:00,2010-11-02 10:35:53+00:00,,,,Other,2010-11-02 10:41:49+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8044382972452, -122.411605476142)",103060189-86,37.8044382972452,-122.411605476142
90120198,88,9003530,Medical Incident,2009-01-12,2009-01-12,2009-01-12 14:02:28+00:00,2009-01-12 14:03:24+00:00,2009-01-12 14:03:38+00:00,2009-01-12 14:03:55+00:00,2009-01-12 14:07:53+00:00,2009-01-12 14:21:26+00:00,2009-01-12 14:49:08+00:00,Code 2 Transport,2009-01-12 15:13:56+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,1,2,True,,1,MEDIC,2,1,3,,"(37.8044382972452, -122.411605476142)",090120198-88,37.8044382972452,-122.411605476142
101050360,T02,10032451,Structure Fire,2010-04-15,2010-04-15,2010-04-15 20:16:18+00:00,2010-04-15 20:16:18+00:00,2010-04-15 20:16:32+00:00,2010-04-15 20:17:54+00:00,,,,Other,2010-04-15 20:19:51+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,3,1,3,,"(37.8044382972452, -122.411605476142)",101050360-T02,37.8044382972452,-122.411605476142
83430025,T02,8104675,Structure Fire,2008-12-08,2008-12-07,2008-12-08 03:21:06+00:00,2008-12-08 03:21:07+00:00,2008-12-08 03:21:20+00:00,2008-12-08 03:23:51+00:00,2008-12-08 03:25:44+00:00,,,Other,2008-12-08 03:26:35+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,3,1,3,,"(37.8044382972452, -122.411605476142)",083430025-T02,37.8044382972452,-122.411605476142
40300209,T02,4008386,Structure Fire,2004-01-30,2004-01-30,2004-01-30 14:47:27+00:00,2004-01-30 14:47:27+00:00,2004-01-30 14:48:10+00:00,2004-01-30 14:49:18+00:00,,,,Other,2004-01-30 15:02:55+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,1,1,3,,"(37.8044382972452, -122.411605476142)",040300209-T02,37.8044382972452,-122.411605476142
110770358,T02,11025490,Structure Fire,2011-03-18,2011-03-18,2011-03-18 21:42:44+00:00,2011-03-18 21:42:44+00:00,2011-03-18 21:43:21+00:00,2011-03-18 21:44:31+00:00,,,,Other,2011-03-18 21:47:25+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,2,1,3,,"(37.8044382972452, -122.411605476142)",110770358-T02,37.8044382972452,-122.411605476142
72590225,T01,7074392,Alarms,2007-09-16,2007-09-16,2007-09-16 15:35:27+00:00,2007-09-16 15:40:35+00:00,2007-09-16 15:41:07+00:00,2007-09-16 15:48:18+00:00,,,,Other,2007-09-16 15:50:49+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,4,1,3,,"(37.8063003263418, -122.411977425936)",072590225-T01,37.8063003263418,-122.411977425936
93420331,T02,9103550,Structure Fire,2009-12-08,2009-12-08,2009-12-08 19:34:26+00:00,2009-12-08 19:34:27+00:00,2009-12-08 19:34:37+00:00,2009-12-08 19:36:08+00:00,2009-12-08 19:37:59+00:00,,,Other,2009-12-08 19:38:23+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,2,1,3,,"(37.8044382972452, -122.411605476142)",093420331-T02,37.8044382972452,-122.411605476142
80600355,67,8018865,Medical Incident,2008-02-29,2008-02-29,2008-02-29 23:15:23+00:00,2008-02-29 23:16:38+00:00,2008-02-29 23:17:24+00:00,2008-02-29 23:17:50+00:00,2008-02-29 23:23:28+00:00,,,Other,2008-02-29 23:25:09+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,MEDIC,2,1,3,,"(37.8062826874223, -122.412114085659)",080600355-67,37.8062826874223,-122.412114085659
2910047,T02,87167,Alarms,2000-10-17,2000-10-16,2000-10-17 07:00:04+00:00,2000-10-17 07:00:41+00:00,2000-10-17 07:00:55+00:00,2000-10-17 07:02:28+00:00,,,,Other,2000-10-17 07:13:21+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,3,1,3,,"(37.8062826874223, -122.412114085659)",002910047-T02,37.8062826874223,-122.412114085659
50290179,T02,5007824,Alarms,2005-01-29,2005-01-29,2005-01-29 14:23:30+00:00,2005-01-29 14:25:01+00:00,2005-01-29 14:25:22+00:00,2005-01-29 14:26:18+00:00,2005-01-29 14:30:05+00:00,,,Other,2005-01-29 14:40:25+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,TRUCK,3,1,3,,"(37.8044382972452, -122.411605476142)",050290179-T02,37.8044382972452,-122.411605476142
81930128,T02,8059419,Structure Fire,2008-07-11,2008-07-11,2008-07-11 10:13:49+00:00,2008-07-11 10:13:49+00:00,2008-07-11 10:14:02+00:00,2008-07-11 10:15:36+00:00,2008-07-11 10:15:43+00:00,,,Other,2008-07-11 10:17:30+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,1,1,3,,"(37.8044382972452, -122.411605476142)",081930128-T02,37.8044382972452,-122.411605476142
82330386,T02,8071568,Alarms,2008-08-20,2008-08-20,2008-08-20 20:39:36+00:00,2008-08-20 20:40:36+00:00,2008-08-20 20:40:44+00:00,2008-08-20 20:42:18+00:00,,,,Other,2008-08-20 20:43:38+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,3,1,3,,"(37.8063003263418, -122.411977425936)",082330386-T02,37.8063003263418,-122.411977425936
1860268,T02,55819,Structure Fire,2000-07-04,2000-07-04,2000-07-04 20:49:52+00:00,2000-07-04 20:49:55+00:00,2000-07-04 20:50:18+00:00,2000-07-04 20:55:56+00:00,2000-07-04 20:55:59+00:00,,,Other,2000-07-04 20:57:03+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,True,,1,TRUCK,3,1,3,,"(37.8044382972452, -122.411605476142)",001860268-T02,37.8044382972452,-122.411605476142
110600294,T02,11019778,Structure Fire,2011-03-01,2011-03-01,2011-03-01 18:32:15+00:00,2011-03-01 18:32:16+00:00,2011-03-01 18:32:40+00:00,2011-03-01 18:33:54+00:00,,,,Other,2011-03-01 18:36:28+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,3,1,3,,"(37.8044382972452, -122.411605476142)",110600294-T02,37.8044382972452,-122.411605476142
50090161,T02,5002466,Other,2005-01-09,2005-01-09,2005-01-09 12:30:45+00:00,2005-01-09 12:31:15+00:00,2005-01-09 12:31:24+00:00,2005-01-09 12:33:40+00:00,2005-01-09 12:49:26+00:00,,,Fire,2005-01-09 12:50:13+00:00,400 Block of FRANCISCO ST,SF,94133,B01,28,0131,3,3,3,True,,1,TRUCK,1,1,3,,"(37.8048443206433, -122.412608500536)",050090161-T02,37.8048443206433,-122.412608500536
93090268,T02,9093500,Structure Fire,2009-11-05,2009-11-05,2009-11-05 16:20:35+00:00,2009-11-05 16:20:36+00:00,2009-11-05 16:20:44+00:00,2009-11-05 16:21:37+00:00,2009-11-05 16:24:07+00:00,,,Other,2009-11-05 16:24:42+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,1,1,3,,"(37.8044382972452, -122.411605476142)",093090268-T02,37.8044382972452,-122.411605476142
82680308,T02,8082224,Structure Fire,2008-09-24,2008-09-24,2008-09-24 19:33:34+00:00,2008-09-24 19:33:35+00:00,2008-09-24 19:33:43+00:00,2008-09-24 19:35:47+00:00,,,,Other,2008-09-24 19:38:13+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,3,1,3,,"(37.8044382972452, -122.411605476142)",082680308-T02,37.8044382972452,-122.411605476142
72630264,T02,7075454,Structure Fire,2007-09-20,2007-09-20,2007-09-20 15:53:01+00:00,2007-09-20 15:53:01+00:00,2007-09-20 15:53:23+00:00,2007-09-20 15:54:58+00:00,,,,Other,2007-09-20 15:55:18+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,TRUCK,1,1,3,,"(37.8044382972452, -122.411605476142)",072630264-T02,37.8044382972452,-122.411605476142
53220260,B01,5087036,Structure Fire,2005-11-18,2005-11-18,2005-11-18 16:46:07+00:00,2005-11-18 16:46:07+00:00,2005-11-18 16:46:35+00:00,2005-11-18 16:48:25+00:00,,,,Fire,2005-11-18 16:50:56+00:00,2100 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,3,1,3,,"(37.8044382972452, -122.411605476142)",053220260-B01,37.8044382972452,-122.411605476142
110260124,B01,11008537,Alarms,2011-01-26,2011-01-26,2011-01-26 10:31:22+00:00,2011-01-26 10:32:48+00:00,2011-01-26 10:34:13+00:00,2011-01-26 10:35:40+00:00,,,,Other,2011-01-26 10:39:31+00:00,2300 Block of POWELL ST,SF,94133,B01,28,0131,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8063003263418, -122.411977425936)",110260124-B01,37.8063003263418,-122.411977425936
